Extension Number,Name,Publisher,Extension ID,Source Code,Downloads,ok,critical,high,medium,low,total vul,vulnerabilities
1296,Relay GraphQL,Meta,5e7255f3-a98c-444b-a1f9-17527ee12d4a,https://github.com/facebook/relay.git,76018,False,0,1042,4,0,1046,Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Command Injection; Command Injection; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution
1297,IBM Db2 for z/OS Developer Extension,IBM,fac11f36-836f-4751-b61f-b4dc2feda188,https://github.com/IBM/db2forzosdeveloperextension-about.git,76005,False,0,0,0,0,0,
1298,Material Dark,romanrei,67391e10-808a-46b2-8ec7-4e7fc6529c3a,https://github.com/romanrei/material-dark-vscode.git,75982,True,0,0,0,0,0,
1299,NotepadPlusPlus Remixed Theme,sh4dow,5f67121f-c68c-4f5e-9a65-7693294ab0b7,https://github.com/s-h-a-d-o-w/NotepadPlusPlus-Remixed-Theme.git,75816,True,0,0,0,0,0,
1300,Hugo Language and Syntax Support,budparr,0e22bd0e-8a8d-424d-b5bd-29aaf21800eb,https://github.com/theNewDynamic/language-hugo-vscode.git,75729,True,0,0,0,0,0,
1301,npm Dependency Links,Rene Herrmann,1b0d4512-2735-4323-ae6b-30c0f58cdbb0,https://github.com/herrmannplatz/npm-dependency-links.git,75580,True,0,0,0,0,0,
1302,Mermaid Editor,tomoyukim,c7188ad2-f5c4-46c3-be65-5e264d565bdf,https://github.com/tomoyukim/vscode-mermaid-editor.git,75492,True,0,0,0,0,0,
1303,SystemVerilog - Language Support,Eirik Prestegårdshus,3788d090-07a9-4840-9cf7-cd455e906cf0,https://github.com/eirikpre/VSCode-SystemVerilog.git,75397,True,0,0,0,0,0,
1304,Markdown Image,Hancel.Lin,7f3af699-c465-49f3-8868-653a7e950c1e,https://github.com/imlinhanchao/vsc-markdown-image.git,75343,False,0,1,2,0,3,Open Redirect; Denial of Service (DoS); Denial of Service (DoS)
1305,Lenguaje Latino,Melvin Guerrero,a00eade5-9de5-426e-9060-f6c2375cb8f0,https://github.com/MelvinG24/Latino-VSCode.git,75209,True,0,0,0,0,0,
1306,Tiny Light,luqimin,327262c5-9b97-472c-805c-4f0fe8251e57,https://github.com/luqimin/tinylight-vscode.git,74946,True,0,0,0,0,0,
1307,Hive SQL,josephtbradley,52a9b6d2-38d8-44b5-8d11-1ced151c24e1,https://github.com/JoBrad/hive-sql-vscode.git,74938,True,0,0,0,0,0,
1308,TODO Parser,minhthai,276fd2ee-2d7f-4a4c-b2ea-1780b1f8e59b,https://github.com/kantlove/vscode-todo-parser.git,74797,True,0,0,0,0,0,
1309,Popping and Locking Theme,.hedinne,1edaf626-3d50-4223-abdb-0a09c33bb1e9,https://github.com/hedinne/popping-and-locking-vscode.git,74609,True,0,0,0,0,0,
1310,Markdown TOC,Joffrey Kern,6177d594-80c6-411c-90b8-4334747c6215,https://github.com/joffreykern/vscode-markdown-toc.git,74588,True,0,0,0,0,0,
1311,Prettier - JavaScript formatter,bySabi Files,1bf1fc66-34d9-4ff6-98eb-bb723ae2c228,https://github.com/bySabi/patch--prettier-vscode.git,74551,False,0,0,0,0,0,
1312,Markdown Table,Takumi Ishii,5a882e99-34b7-4450-a0b1-f1bd94681c7b,https://github.com/takumisoft68/vscode-markdown-table.git,74415,True,0,0,0,0,0,
1313,Embedded IDE,CL,2fad1dcf-fc6a-48b7-b9d6-4c42af6ffc00,https://github.com/github0null/eide.git,74358,False,1,1,2,0,4,Prototype Pollution; Improper Input Validation; Prototype Pollution; CRITICAL! Improper Input Validation
1314,Unofficial ClearCase SCM Commands,OpenNingia,15c0bae9-928d-48e6-8d69-fdd18bd133c3,https://github.com/OpenNingia/vscode-clearcase.git,74266,True,0,0,0,0,0,
1315,Axios Snippets,Yggdrasill-7C9,3cf65e30-6979-4fa8-a4dd-397fd614e2fd,https://github.com/Yggdrasill-7C9/vscode-axios-snippets.git,74083,True,0,0,0,0,0,
1316,freeCodeCamp Dark Theme,freeCodeCamp,2eace7db-c7ce-4d26-a10f-373f471ac8df,https://github.com/freeCodeCamp/freecodecamp-dark-vscode-theme.git,73885,True,0,0,0,0,0,
1317,Table Formatter,Shuzo Iwasaki,4b416b07-e709-46fb-a84b-644ab2dfe1b4,https://github.com/shuGH/vscode-table-formatter.git,73879,False,0,37,12,0,49,Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Open Redirect; Open Redirect; Open Redirect; Open Redirect; Open Redirect; Open Redirect; Regular Expression Denial of Service (ReDoS)
